Area,BHK,Bathroom,Furnishing,Price,Locality,City
1303,3,2,Under Construction,6383000,Madhavaram,Chennai
1250,2,2,Under Construction,6351000,Sholinganallur,Chennai
1132,3,2,Under Construction,6339000,Pammal,Chennai
1132,3,2,Under Construction,6339000,Pammal,Chennai
1293,3,2,Under Construction,6334000,Madhavaram,Chennai
1293,3,2,Under Construction,6334000,Madhavaram,Chennai
1293,3,2,Under Construction,6334000,Madhavaram,Chennai
1293,3,2,Under Construction,6334000,Madhavaram,Chennai
1246,2,2,Under Construction,6330000,Sholinganallur,Chennai
811,2,1,Under Construction,6327000,East Tambaram,Chennai
1329,3,3,Ready to move,6322000,Chromepet,Chennai
1011,2,1,Under Construction,6318000,Sholinganallur,Chennai
1011,2,1,Under Construction,6318000,Sholinganallur,Chennai
1011,2,1,Under Construction,6318000,Sholinganallur,Chennai
1011,2,1,Under Construction,6318000,Sholinganallur,Chennai
1242,2,2,Under Construction,6310000,Sholinganallur,Chennai
1242,2,2,Under Construction,6310000,Sholinganallur,Chennai
1286,3,2,Under Construction,6300000,Madhavaram,Chennai
1286,3,2,Under Construction,6300000,Madhavaram,Chennai
1286,3,2,Under Construction,6300000,Madhavaram,Chennai
1150,3,2,Semi-Furnished,6300000,"New Manglapuri, Sultanpur",Delhi
900,2,2,Unfurnished,6300000,"Vinoba Puri, Lajpat Nagar",Delhi
1085,2,1,Under Construction,6291000,Medavakkam,Chennai
1237,2,2,Under Construction,6285000,Sholinganallur,Chennai
1004,2,1,Under Construction,6275000,Sholinganallur,Chennai
1004,2,1,Under Construction,6275000,Sholinganallur,Chennai
1004,2,1,Under Construction,6275000,Sholinganallur,Chennai
1004,2,1,Under Construction,6275000,Sholinganallur,Chennai
1280,3,2,Under Construction,6270000,Madhavaram,Chennai
1280,3,2,Under Construction,6270000,Madhavaram,Chennai
1280,3,2,Under Construction,6270000,Madhavaram,Chennai
1280,3,2,Under Construction,6270000,Madhavaram,Chennai
1360,3,2,Under Construction,6260000,Perumbakkam,Chennai
963,2,1,Ready to move,6259000,Kolathur,Chennai
1138,2,1,Under Construction,6259000,Mugalivakkam,Chennai
1386,3,2,Ready to move,6237000,Navallur,Chennai
1272,3,2,Under Construction,6231000,Madhavaram,Chennai
1272,3,2,Under Construction,6231000,Madhavaram,Chennai
1272,3,2,Under Construction,6231000,Madhavaram,Chennai
1272,3,2,Under Construction,6231000,Madhavaram,Chennai
1170,3,2,Under Construction,6214000,Pammal,Chennai
956,2,1,Under Construction,6209000,Porur,Chennai
1070,2,2,Ready to move,6206000,Selaiyur,Chennai
1030,3,2,Ready to move,6200000,Perungalathur,Chennai
1030,3,2,Ready to move,6200000,Perungalathur,Chennai
1030,3,2,Ready to move,6200000,Perungalathur,Chennai
1030,3,2,Ready to move,6200000,Perungalathur,Chennai
1030,3,2,Ready to move,6200000,Perungalathur,Chennai
1030,3,2,Ready to move,6200000,Perungalathur,Chennai
1030,3,2,Ready to move,6200000,Perungalathur,Chennai
1030,3,2,Ready to move,6200000,Perungalathur,Chennai
1030,3,2,Ready to move,6200000,Perungalathur,Chennai
1030,3,2,Ready to move,6200000,Perungalathur,Chennai
1030,3,2,Ready to move,6200000,Perungalathur,Chennai
1030,3,2,Ready to move,6200000,Perungalathur,Chennai
1030,3,2,Ready to move,6200000,Perungalathur,Chennai
1030,3,2,Ready to move,6200000,Perungalathur,Chennai
1030,3,2,Ready to move,6200000,Perungalathur,Chennai
1030,3,2,Ready to move,6200000,Perungalathur,Chennai
1030,3,2,Ready to move,6200000,Perungalathur,Chennai
1295,2,2,Ready to move,6200000,Siruseri,Chennai
405,2,3,Furnished,6200000,Budh Vihar Phase 2,Delhi
900,3,2,Semi-Furnished,6200000,"Khirki extension, Malviya Nagar",Delhi
1000,3,2,Semi-Furnished,6200000,Mahavir Enclave Part 1,Delhi
1100,3,2,Semi-Furnished,6200000,Rohini Sector 20,Delhi
1100,3,2,Semi-Furnished,6200000,Rohini Sector 20,Delhi
1030,3,2,Furnished,6200000,Rohini Sector 20,Delhi
1000,3,2,Semi-Furnished,6200000,Uttam Nagar,Delhi
1067,3,2,Under Construction,6188000,Pammal,Chennai
1067,3,2,Under Construction,6188000,Pammal,Chennai
1167,3,3,Ready to move,6185000,Madambakkam,Chennai
1045,2,1,Under Construction,6164000,Medavakkam,Chennai
1294,3,2,Ready to move,6155000,Chromepet,Chennai
1051,2,2,Under Construction,6148000,Mogappair,Chennai
945,2,1,Under Construction,6137000,Porur,Chennai
942,2,1,Under Construction,6118000,Porur,Chennai
1277,3,2,Ready to move,6074000,Chromepet,Chennai
1640,3,2,Ready to move,6066000,Siruseri,Chennai
1044,3,2,Under Construction,6055000,Pammal,Chennai
1044,3,2,Under Construction,6055000,Pammal,Chennai
1044,3,2,Under Construction,6055000,Pammal,Chennai
1100,3,2,Under Construction,6050000,Sembakkam,Chennai
1040,2,2,Ready to move,6032000,Perungalathur,Chennai
1225,3,3,Ready to move,6002000,Chromepet,Chennai
1000,2,2,Ready to move,6000000,Medavakkam,Chennai
2400,6,4,Furnished,6000000,Budh Vihar Phase 2,Delhi
1500,3,3,Unfurnished,6000000,Chhattarpur,Delhi
800,2,2,Unfurnished,6000000,"Dilshad Colony, Dilshad Garden",Delhi
760,3,2,Furnished,6000000,Geeta Colony,Delhi
801,3,2,Semi-Furnished,6000000,Laxmi Nagar,Delhi
900,3,2,Semi-Furnished,6000000,Laxmi Nagar,Delhi
1000,3,2,Unfurnished,6000000,Laxmi Nagar,Delhi
950,3,2,Furnished,6000000,Mahavir Enclave Part 1,Delhi
1080,3,3,Unfurnished,6000000,Mehrauli,Delhi
1044.0983,3,2,Unfurnished,6000000,Mehrauli,Delhi
1100,3,2,Semi-Furnished,6000000,"New Manglapuri, Sultanpur",Delhi
1100,3,2,Semi-Furnished,6000000,"Panchsheel Vihar, Sheikh Sarai",Delhi
900,3,2,Semi-Furnished,6000000,"Ram Nagar Extension, Shahdara",Delhi
720,3,2,Semi-Furnished,6000000,Rohini Sector 23,Delhi
650,2,2,Semi-Furnished,6000000,Rohini Sector 24,Delhi
450,2,1,Unfurnished,6000000,"Seelampur, Shahdara",Delhi
1100,3,2,Furnished,6000000,Sultanpur,Delhi
810,3,2,Semi-Furnished,6000000,"Yamuna Vihar, Shahdara",Delhi
810,3,2,Semi-Furnished,6000000,"Yamuna Vihar, Shahdara",Delhi
713,2,2,Semi-Furnished,6000000,"Yamuna Vihar, Shahdara",Delhi
1261,3,3,Ready to move,5998000,Chromepet,Chennai
1086,2,1,Under Construction,5973000,Mugalivakkam,Chennai
1083,2,1,Under Construction,5956000,Medavakkam,Chennai
1150,3,3,Under Construction,5941000,Perumbakkam,Chennai
1150,3,3,Under Construction,5941000,Perumbakkam,Chennai
882,2,1,Ready to move,5940000,East Tambaram,Chennai
1361,2,1,Ready to move,5933000,Padur,Chennai
1361,2,1,Ready to move,5933000,Padur,Chennai
1078,2,1,Under Construction,5929000,Mugalivakkam,Chennai
1245,3,2,Ready to move,5922000,Chromepet,Chennai
1076,2,1,Under Construction,5918000,Mugalivakkam,Chennai
1220,2,2,Under Construction,5917000,Ambattur,Chennai
1220,2,2,Under Construction,5917000,Ambattur,Chennai
1357,2,1,Ready to move,5916000,Padur,Chennai
1357,2,1,Ready to move,5916000,Padur,Chennai
1183,3,3,Ready to move,5915000,Chromepet,Chennai
1143,3,3,Under Construction,5908000,Perumbakkam,Chennai
1143,3,3,Under Construction,5908000,Perumbakkam,Chennai
1143,3,3,Under Construction,5908000,Perumbakkam,Chennai
900,3,2,Semi-Furnished,5900000,Mahavir Enclave Part 1,Delhi
850,2,3,Semi-Furnished,5900000,Patel Nagar West,Delhi
1122,2,1,Under Construction,5890000,Ayanambakkam,Chennai
1122,2,1,Under Construction,5890000,Ayanambakkam,Chennai
1387,4,4,Unfurnished,5890000,"Delhi Homes Yojana, Dwarka Sector 2",Delhi
1387,4,4,Unfurnished,5890000,"Delhi Homes Yojana, Dwarka Sector 2",Delhi
1591,3,2,Ready to move,5885000,Siruseri,Chennai
1237,3,2,Ready to move,5884000,Chromepet,Chennai
750,2,1,Under Construction,5882000,East Tambaram,Chennai
1200,3,3,Ready to move,5880000,Nanmangalam,Chennai
1124,3,3,Under Construction,5877000,Perumbakkam,Chennai
1124,3,3,Under Construction,5877000,Perumbakkam,Chennai
1584,3,2,Ready to move,5859000,Siruseri,Chennai
1100,2,3,Ready to move,5858000,Gerugambakkam,Chennai
1113,2,1,Under Construction,5843000,Ayanambakkam,Chennai
1113,2,1,Under Construction,5843000,Ayanambakkam,Chennai
1113,2,1,Under Construction,5843000,Ayanambakkam,Chennai
965,1,2,Under Construction,5838000,Madipakkam,Chennai
1226,3,2,Ready to move,5832000,Chromepet,Chennai
971,2,2,Ready to move,5826000,Medavakkam,Chennai
971,2,2,Ready to move,5826000,Medavakkam,Chennai
969,2,2,Ready to move,5814000,Chromepet,Chennai
1400,3,3,Ready to move,5800000,Kelambakkam,Chennai
1030,3,2,Ready to move,5800000,Perungalathur,Chennai
500,2,1,Furnished,5800000,Dilshad Garden,Delhi
1250,3,3,Unfurnished,5800000,"Panchsheel Vihar, Sheikh Sarai",Delhi
926,2,1,Under Construction,5787000,Sholinganallur,Chennai
926,2,1,Under Construction,5787000,Sholinganallur,Chennai
1052,2,1,Under Construction,5786000,Mugalivakkam,Chennai
1051,2,2,Under Construction,5779000,Vanagaram,Chennai
996,2,2,Ready to move,5776000,Chromepet,Chennai
983,2,2,Ready to move,5775000,Sembakkam,Chennai
1013,2,2,Under Construction,5774000,Vanagaram,Chennai
995,2,2,Ready to move,5771000,Selaiyur,Chennai
993,3,2,Under Construction,5759000,Pammal,Chennai
993,3,2,Under Construction,5759000,Pammal,Chennai
1172,2,1,Under Construction,5741000,Madhavaram,Chennai
1172,2,1,Under Construction,5741000,Madhavaram,Chennai
1172,2,1,Under Construction,5741000,Madhavaram,Chennai
1172,2,1,Under Construction,5741000,Madhavaram,Chennai
990,2,1,Under Construction,5741000,Medavakkam,Chennai
1552,2,1,Under Construction,5740000,Thaiyur,Chennai
1552,2,1,Under Construction,5740000,Thaiyur,Chennai
730,2,1,Under Construction,5735000,East Tambaram,Chennai
1024,2,2,Ready to move,5734000,Rajakilpakkam,Chennai
1547,3,2,Ready to move,5722000,Siruseri,Chennai
985,2,1,Under Construction,5712000,Medavakkam,Chennai
1020,2,2,Ready to move,5712000,tambaram west,Chennai
1086,2,1,Under Construction,5701000,Ayanambakkam,Chennai
1086,2,1,Under Construction,5701000,Ayanambakkam,Chennai
1240,2,1,Under Construction,5700000,Perumbakkam,Chennai
850,3,2,Furnished,5700000,"Yamuna Vihar, Shahdara",Delhi
1198,3,3,Ready to move,5698000,Chromepet,Chennai
1315,2,1,Under Construction,5698000,Perumbakkam,Chennai
980,2,1,Under Construction,5683000,Medavakkam,Chennai
1069,2,1,Under Construction,5664000,Gerugambakkam,Chennai
1295,2,1,Ready to move,5646000,Padur,Chennai
1295,2,1,Ready to move,5646000,Padur,Chennai
970,2,1,Under Construction,5625000,Medavakkam,Chennai
1020,3,2,Under Construction,5610000,Sembakkam,Chennai
1019,2,2,Ready to move,5604000,Medavakkam,Chennai
1050,2,1,Under Construction,5602000,Pammal,Chennai
1258,2,2,Ready to move,5600000,Sholinganallur,Chennai
715,2,2,Unfurnished,5600000,Laxmi Nagar,Delhi
1050,3,2,Unfurnished,5600000,Mehrauli,Delhi
1049,2,1,Under Construction,5597000,Pammal,Chennai
963,2,2,Ready to move,5585000,Selaiyur,Chennai
859,2,2,Ready to move,5583000,Velachery,Chennai
859,2,2,Ready to move,5583000,Velachery,Chennai
1015,2,1,Under Construction,5582000,Medavakkam,Chennai
1085,2,1,Under Construction,5574000,Sithalapakkam,Chennai
1267,2,1,Ready to move,5524000,Padur,Chennai
1267,2,1,Ready to move,5524000,Padur,Chennai
986,2,2,Ready to move,5521000,Kolathur,Chennai
986,2,2,Ready to move,5521000,Kolathur,Chennai
1154,2,1,Ready to move,5519000,Tiruvottiyur,Chennai
1265,2,3,Ready to move,5514000,Padur,Chennai
1265,2,3,Ready to move,5514000,Padur,Chennai
1000,3,2,Semi-Furnished,5510000,"Partap Homes, Bhagwati Vihar, Uttam",Delhi
1000,3,2,Semi-Furnished,5510000,"Partap Homes, Bhagwati Vihar, Uttam",Delhi
1263,2,1,Ready to move,5505000,Padur,Chennai
1263,2,1,Ready to move,5505000,Padur,Chennai
1000,2,3,Ready to move,5500000,Kovur,Chennai
1020,2,2,Ready to move,5500000,Kovur,Chennai
1487,3,2,Ready to move,5500000,Siruseri,Chennai
900,3,2,Furnished,5500000,"Abul Fazal Enclave Part-II, Okhla",Delhi
45,4,3,Unfurnished,5500000,"Batla House, Okhla",Delhi
45,4,3,Unfurnished,5500000,"Batla House, Okhla",Delhi
100,3,2,Unfurnished,5500000,Geeta Colony,Delhi
800,2,2,Semi-Furnished,5500000,"J R Designers Floors, Rohini Sector",Delhi
800,3,2,Semi-Furnished,5500000,"J R Designers Floors, Rohini Sector",Delhi
800,3,2,Semi-Furnished,5500000,"J R Designers Floors, Rohini Sector",Delhi
1305,4,3,Unfurnished,5500000,"JVTS Gardens, Chhattarpur",Delhi
345,1,1,Semi-Furnished,5500000,Karol Bagh,Delhi
720,3,3,Semi-Furnished,5500000,Laxmi Nagar,Delhi
945,3,2,Semi-Furnished,5500000,Mahavir Enclave Part 1,Delhi
1000,3,3,Semi-Furnished,5500000,"New Manglapuri, Sultanpur",Delhi
1800,4,3,Furnished,5500000,"Panchsheel Vihar, Sheikh Sarai",Delhi
630,2,2,Semi-Furnished,5500000,Rohini Sector 24,Delhi
950,3,2,Semi-Furnished,5500000,Shahdara,Delhi
900,2,2,Unfurnished,5500000,Sheikh Sarai Phase 1,Delhi
1000,3,3,Semi-Furnished,5500000,Sultanpur Extension,Delhi
1375,2,1,Under Construction,5498000,Perumbakkam,Chennai
1047,2,1,Under Construction,5496000,Ayanambakkam,Chennai
1047,2,1,Under Construction,5496000,Ayanambakkam,Chennai
1047,2,1,Under Construction,5496000,Ayanambakkam,Chennai
1261,2,1,Ready to move,5496000,Padur,Chennai
1261,2,1,Ready to move,5496000,Padur,Chennai
1065,2,1,Under Construction,5482000,Sithalapakkam,Chennai
1044,2,1,Under Construction,5481000,Ayanambakkam,Chennai
1044,2,1,Under Construction,5481000,Ayanambakkam,Chennai
1044,2,1,Under Construction,5481000,Ayanambakkam,Chennai
877,2,1,Under Construction,5481000,Sholinganallur,Chennai
877,2,1,Under Construction,5481000,Sholinganallur,Chennai
877,2,1,Under Construction,5481000,Sholinganallur,Chennai
877,2,1,Under Construction,5481000,Sholinganallur,Chennai
1020,2,2,Ready to move,5475000,Kovur,Chennai
1144,2,1,Ready to move,5472000,Tiruvottiyur,Chennai
1051,2,2,Under Construction,5464000,Vanagaram,Chennai
1051,2,2,Under Construction,5464000,Vanagaram,Chennai
1142,2,1,Ready to move,5463000,Tiruvottiyur,Chennai
1060,2,1,Under Construction,5459000,Sithalapakkam,Chennai
864,2,1,Under Construction,5457000,Pallavaram,Chennai
1091,3,3,Ready to move,5455000,Perumbakkam,Chennai
806,2,1,Ready to move,5452000,East Tambaram,Chennai
861,2,1,Under Construction,5439000,Pallavaram,Chennai
905,2,2,Ready to move,5430000,Sembakkam,Chennai
1015,2,2,Ready to move,5422000,Gerugambakkam,Chennai
934,2,2,Ready to move,5417000,Perungalathur,Chennai
1050,2,1,Under Construction,5414000,Sithalapakkam,Chennai
1002,2,2,Ready to move,5410000,Poonamallee,Chennai
1002,2,2,Ready to move,5410000,Poonamallee,Chennai
1130,2,1,Ready to move,5409000,Tiruvottiyur,Chennai
983,2,2,Ready to move,5406000,Medavakkam,Chennai
983,2,2,Ready to move,5406000,Medavakkam,Chennai
837,2,1,Under Construction,5403000,Pallavaram,Chennai
893,2,2,Ready to move,5400000,Kolathur,Chennai
1000,2,3,Ready to move,5400000,Kovur,Chennai
800,3,2,Semi-Furnished,5400000,"Lalita Park, Laxmi Nagar",Delhi
964,2,2,Ready to move,5398000,Rajakilpakkam,Chennai
998,2,1,Ready to move,5389000,Poonamallee,Chennai
997,2,1,Ready to move,5383000,Poonamallee,Chennai
997,2,1,Ready to move,5383000,Poonamallee,Chennai
896,2,2,Ready to move,5376000,Medavakkam,Chennai
975,2,1,Under Construction,5362000,Medavakkam,Chennai
1094,3,3,Ready to move,5360000,Chromepet,Chennai
1340,2,1,Under Construction,5358000,Perumbakkam,Chennai
974,2,1,Under Construction,5357000,Medavakkam,Chennai
976,2,1,Ready to move,5354000,Pammal,Chennai
976,2,1,Ready to move,5354000,Pammal,Chennai
1117,2,1,Ready to move,5347000,Tiruvottiyur,Chennai
1035,2,1,Under Construction,5345000,Sithalapakkam,Chennai
886,2,2,Ready to move,5316000,Medavakkam,Chennai
1005,2,1,Under Construction,5307000,Gerugambakkam,Chennai
1012,2,2,Ready to move,5300000,Ambattur,Chennai
942,2,2,Ready to move,5300000,Iyyappanthangal,Chennai
942,2,2,Ready to move,5300000,Iyyappanthangal,Chennai
942,2,2,Ready to move,5300000,Iyyappanthangal,Chennai
942,2,2,Ready to move,5300000,Iyyappanthangal,Chennai
942,2,2,Ready to move,5300000,Iyyappanthangal,Chennai
942,2,2,Ready to move,5300000,Iyyappanthangal,Chennai
942,2,2,Ready to move,5300000,Iyyappanthangal,Chennai
942,2,2,Ready to move,5300000,Iyyappanthangal,Chennai
942,2,2,Ready to move,5300000,Iyyappanthangal,Chennai
942,2,2,Ready to move,5300000,Iyyappanthangal,Chennai
942,2,2,Ready to move,5300000,Iyyappanthangal,Chennai
942,2,2,Ready to move,5300000,Iyyappanthangal,Chennai
942,2,2,Ready to move,5300000,Iyyappanthangal,Chennai
942,2,2,Ready to move,5300000,Iyyappanthangal,Chennai
942,2,2,Ready to move,5300000,Iyyappanthangal,Chennai
942,2,2,Ready to move,5300000,Iyyappanthangal,Chennai
942,2,2,Ready to move,5300000,Iyyappanthangal,Chennai
942,2,2,Ready to move,5300000,Iyyappanthangal,Chennai
1550,2,2,Ready to move,5300000,Kelambakkam,Chennai
974,2,2,Under Construction,5300000,Perungalathur,Chennai
1015,2,1,Under Construction,5254000,Sithalapakkam,Chennai
960,2,1,Ready to move,5250000,Sembakkam,Chennai
971,2,1,Ready to move,5243000,Poonamallee,Chennai
783,2,1,Under Construction,5242000,Pallavaram,Chennai
952,2,1,Under Construction,5236000,Pammal,Chennai
900,2,2,Ready to move,5220000,Chromepet,Chennai
900,2,2,Ready to move,5220000,Sembakkam,Chennai
930,2,2,Ready to move,5208000,tambaram west,Chennai
1350,2,2,Ready to move,5200000,Kelambakkam,Chennai
820,3,2,Semi-Furnished,5200000,Mahavir Enclave,Delhi
999,2,2,Ready to move,5194000,Medavakkam,Chennai
894,2,2,Ready to move,5185000,Selaiyur,Chennai
1056,2,1,Under Construction,5173000,Madhavaram,Chennai
1056,2,1,Under Construction,5173000,Madhavaram,Chennai
939,2,1,Under Construction,5164000,Medavakkam,Chennai
938,2,1,Under Construction,5159000,Medavakkam,Chennai
1053,2,1,Under Construction,5158000,Madhavaram,Chennai
1053,2,1,Under Construction,5158000,Madhavaram,Chennai
1053,2,1,Under Construction,5158000,Madhavaram,Chennai
889,2,2,Ready to move,5156000,Perungalathur,Chennai
919,2,1,Under Construction,5146000,Pammal,Chennai
919,2,1,Under Construction,5146000,Pammal,Chennai
973,2,2,Under Construction,5144000,Perumbakkam,Chennai
598,1,1,Under Construction,5137000,Perungudi,Chennai
1350,3,2,Unfurnished,5130000,MTNL Employees House Welfare Societ,Delhi
1350,3,2,Unfurnished,5130000,MTNL Employees House Welfare Societ,Delhi
1046,2,1,Under Construction,5124000,Madhavaram,Chennai
1046,2,1,Under Construction,5124000,Madhavaram,Chennai
1046,2,1,Under Construction,5124000,Madhavaram,Chennai
1046,2,1,Under Construction,5124000,Madhavaram,Chennai
740,2,2,Under Construction,5106000,Madipakkam,Chennai
981,2,2,Ready to move,5101000,Sembakkam,Chennai
4050,6,3,Furnished,5100000,Budh Vihar Phase 1,Delhi
967,2,1,Under Construction,5076000,Ayanambakkam,Chennai
967,2,1,Under Construction,5076000,Ayanambakkam,Chennai
1045,2,2,Ready to move,5076000,Chromepet,Chennai
1335,3,2,Under Construction,5071000,Thaiyur,Chennai
1020,3,2,Under Construction,5049000,Pozhichalur,Chennai
1030,2,2,Ready to move,5047000,Iyyappanthangal,Chennai
1030,2,2,Ready to move,5047000,Iyyappanthangal,Chennai
1328,3,2,Under Construction,5045000,Thaiyur,Chennai
900,2,2,Ready to move,5040000,tambaram west,Chennai
1025,2,2,Ready to move,5022000,Iyyappanthangal,Chennai
1152,2,3,Ready to move,5021000,Padur,Chennai
1152,2,3,Ready to move,5021000,Padur,Chennai
835,2,2,Ready to move,5010000,Sembakkam,Chennai
1149,2,1,Ready to move,5008000,Padur,Chennai
1149,2,1,Ready to move,5008000,Padur,Chennai
1050,2,2,Ready to move,5000000,Chromepet,Chennai
1000,2,2,Under Construction,5000000,Medavakkam,Chennai
750,2,2,Semi-Furnished,5000000,"J R Designers Floors, Rohini Sector",Delhi
750,2,2,Semi-Furnished,5000000,"J R Designers Floors, Rohini Sector",Delhi
750,2,2,Semi-Furnished,5000000,"J R Designers Floors, Rohini Sector",Delhi
750,2,2,Semi-Furnished,5000000,"J R Designers Floors, Rohini Sector",Delhi
1175,3,3,Unfurnished,5000000,"JVTS Gardens, Chhattarpur",Delhi
1000,2,2,Unfurnished,5000000,Laxmi Nagar,Delhi
950,3,2,Unfurnished,5000000,Mahavir Enclave Part 1,Delhi
990,3,2,Furnished,5000000,Narela,Delhi
861.112,2,2,Furnished,5000000,"New Moti Nagar, Kirti Nagar",Delhi
450,2,2,Semi-Furnished,5000000,"Paschimpuri, Paschim Vihar",Delhi
660,2,2,Semi-Furnished,5000000,Rohini Sector 24,Delhi
28,2,2,Furnished,5000000,Rohini Sector 25,Delhi
800,2,2,Semi-Furnished,5000000,Sultanpur,Delhi
1125,2,2,Unfurnished,5000000,"Yamuna Vihar, Shahdara",Delhi
1147,2,1,Ready to move,4999000,Padur,Chennai
1147,2,1,Ready to move,4999000,Padur,Chennai
860,2,1,Under Construction,4988000,Pammal,Chennai
860,2,1,Under Construction,4988000,Pammal,Chennai
860,2,1,Under Construction,4988000,Pammal,Chennai
860,2,1,Under Construction,4988000,Pammal,Chennai
1025,2,1,Ready to move,4979000,Chromepet,Chennai
734,2,1,Ready to move,4977000,East Tambaram,Chennai
1000,2,2,Under Construction,4950000,Medavakkam,Chennai
1000,3,2,Under Construction,4950000,Pozhichalur,Chennai
35,3,2,Semi-Furnished,4950000,"Abul Fazal Enclave Part 1, Okhla",Delhi
777,2,1,Under Construction,4944000,Pallavaram,Chennai
1009,2,1,Under Construction,4943000,Madhavaram,Chennai
1009,2,1,Under Construction,4943000,Madhavaram,Chennai
1009,2,1,Under Construction,4943000,Madhavaram,Chennai
1028,2,2,Ready to move,4900000,Ambattur,Chennai
1100,2,2,Ready to move,4900000,Guduvancheri,Chennai
1200,2,2,Ready to move,4900000,Guduvancheri,Chennai
1200,2,2,Ready to move,4900000,Guduvancheri,Chennai
1000,2,2,Ready to move,4900000,Nanmangalam,Chennai
1000,2,2,Ready to move,4900000,Nanmangalam,Chennai
1110,2,2,Ready to move,4900000,Navallur,Chennai
919,2,2,Ready to move,4900000,Sholinganallur,Chennai
900,3,2,Semi-Furnished,4900000,Chhattarpur,Delhi
873,2,1,Under Construction,4888000,Pammal,Chennai
890,2,1,Under Construction,4888000,Sholinganallur,Chennai
905,2,2,Ready to move,4887000,Selaiyur,Chennai
977,2,2,Ready to move,4885000,Perumbakkam,Chennai
1017,2,2,Ready to move,4881000,Madambakkam,Chennai
921,2,2,Ready to move,4881000,Madambakkam,Chennai
976,2,1,Under Construction,4879000,Vanagaram,Chennai
976,2,1,Under Construction,4879000,Vanagaram,Chennai
995,2,1,Under Construction,4874000,Madhavaram,Chennai
995,2,1,Under Construction,4874000,Madhavaram,Chennai
995,2,1,Under Construction,4874000,Madhavaram,Chennai
995,2,1,Under Construction,4874000,Madhavaram,Chennai
994,2,1,Under Construction,4869000,Madhavaram,Chennai
994,2,1,Under Construction,4869000,Madhavaram,Chennai
994,2,1,Under Construction,4869000,Madhavaram,Chennai
994,2,1,Under Construction,4869000,Madhavaram,Chennai
885,2,1,Under Construction,4864000,Sholinganallur,Chennai
992,2,1,Under Construction,4859000,Madhavaram,Chennai
992,2,1,Under Construction,4859000,Madhavaram,Chennai
992,2,1,Under Construction,4859000,Madhavaram,Chennai
992,2,1,Under Construction,4859000,Madhavaram,Chennai
1100,2,2,Ready to move,4850000,Guduvancheri,Chennai
931,2,2,Ready to move,4841000,Medavakkam,Chennai
931,2,2,Ready to move,4841000,Sembakkam,Chennai
1156,2,1,Under Construction,4826000,Perungalathur,Chennai
975,2,1,Under Construction,4826000,Pozhichalur,Chennai
964,2,2,Ready to move,4820000,Rajakilpakkam,Chennai
1270,2,1,Ready to move,4800000,Kelambakkam,Chennai
900,3,2,Semi-Furnished,4800000,"Dilshad Colony, Dilshad Garden",Delhi
855,3,2,Unfurnished,4800000,Mahavir Enclave Part 1,Delhi
861,2,2,Ready to move,4794000,Sembakkam,Chennai
957,2,1,Under Construction,4784000,Vanagaram,Chennai
957,2,1,Under Construction,4784000,Vanagaram,Chennai
957,2,1,Under Construction,4784000,Vanagaram,Chennai
957,2,1,Under Construction,4784000,Vanagaram,Chennai
1080,2,1,Under Construction,4768000,Perumbakkam,Chennai
865,2,1,Under Construction,4767000,Sholinganallur,Chennai
981,2,1,Ready to move,4765000,Chromepet,Chennai
820,2,2,Ready to move,4756000,Selaiyur,Chennai
990,2,2,Ready to move,4752000,Madambakkam,Chennai
860,2,1,Under Construction,4743000,Sholinganallur,Chennai
861,2,2,Ready to move,4735000,Medavakkam,Chennai
861,2,2,Ready to move,4735000,Medavakkam,Chennai
1246,3,2,Under Construction,4733000,Thaiyur,Chennai
815,2,1,Under Construction,4727000,Pammal,Chennai
815,2,1,Under Construction,4727000,Pammal,Chennai
640,1,1,Under Construction,4719000,East Tambaram,Chennai
943,2,2,Ready to move,4715000,Chromepet,Chennai
785,2,2,Ready to move,4710000,Chromepet,Chennai
961,2,2,Ready to move,4708000,Nanmangalam,Chennai
920,2,2,Under Construction,4704000,Perumbakkam,Chennai
1060,2,2,Ready to move,4700000,Semmancheri,Chennai
600,2,2,Semi-Furnished,4700000,"Arjun Nagar, Safdarjung Enclave",Delhi
720,2,2,Unfurnished,4700000,"Govindpuri Extension, Kalkaji",Delhi
720,2,2,Semi-Furnished,4700000,"J R Designers Floors, Rohini Sector",Delhi
700,3,2,Semi-Furnished,4700000,"J R Designers Floors, Rohini Sector",Delhi
850,2,1,Under Construction,4695000,Sholinganallur,Chennai
964,2,1,Ready to move,4683000,Chromepet,Chennai
880,2,2,Ready to move,4664000,Madambakkam,Chennai
862,2,2,Ready to move,4654000,Selaiyur,Chennai
826,2,2,Ready to move,4625000,Rajakilpakkam,Chennai
925,2,1,Under Construction,4624000,Vanagaram,Chennai
925,2,1,Under Construction,4624000,Vanagaram,Chennai
1000,3,2,Unfurnished,4620000,"Virat Residency, Dwarka Mor",Delhi
1000,3,2,Unfurnished,4620000,"Virat Residency, Dwarka Mor",Delhi
1000,3,2,Unfurnished,4620000,"Virat Residency, Dwarka Mor",Delhi
795,2,1,Under Construction,4611000,Pammal,Chennai
795,2,1,Under Construction,4611000,Pammal,Chennai
795,2,1,Under Construction,4611000,Pammal,Chennai
795,2,1,Under Construction,4611000,Pammal,Chennai
940,2,2,Ready to move,4606000,Iyyappanthangal,Chennai
1335,3,2,Under Construction,4604000,Kelambakkam,Chennai
930,2,1,Under Construction,4603000,Pozhichalur,Chennai
